state               ,district                  ,crop                         ,modal_price ,N      ,P      ,K      ,temperature ,humidity ,ph   ,rainfall
Himachal_Pradesh    ,Kangra                    ,tomato                       ,       2350 ,       ,       ,       ,            ,         ,     ,
Himachal_Pradesh    ,Kangra                    ,apple                        ,       8000 , 20.8  ,134.22 ,199.89 ,      22.63 ,   92.33 ,5.93 ,  112.65
Himachal_Pradesh    ,Kangra                    ,berzizyphus_borehannu        ,       2500 ,       ,       ,       ,            ,         ,     ,
Himachal_Pradesh    ,Kangra                    ,bhindiladies_finger          ,       6500 ,       ,       ,       ,            ,         ,     ,
Himachal_Pradesh    ,Kangra                    ,bottle_gourd                 ,       3000 ,       ,       ,       ,            ,         ,     ,
Himachal_Pradesh    ,Kangra                    ,brinjal                      ,       2500 ,       ,       ,       ,            ,         ,     ,
Himachal_Pradesh    ,Kangra                    ,cabbage                      ,        900 ,       ,       ,       ,            ,         ,     ,
Himachal_Pradesh    ,Kangra                    ,capsicum                     ,       4500 ,       ,       ,       ,            ,         ,     ,
Himachal_Pradesh    ,Kangra                    ,carrot                       ,        900 ,       ,       ,       ,            ,         ,     ,
Himachal_Pradesh    ,Kangra                    ,cauliflower                  ,       1100 ,       ,       ,       ,            ,         ,     ,
Himachal_Pradesh    ,Kangra                    ,cucumbarkheera               ,       5500 ,       ,       ,       ,            ,         ,     ,
Himachal_Pradesh    ,Kangra                    ,french_beans_frasbean        ,       5500 ,       ,       ,       ,            ,         ,     ,
Himachal_Pradesh    ,Kangra                    ,gingergreen                  ,       9000 ,       ,       ,       ,            ,         ,     ,
Himachal_Pradesh    ,Kangra                    ,grapes                       ,       7000 , 23.18 ,132.53 ,200.11 ,      23.85 ,   81.88 ,6.03 ,   69.61
Himachal_Pradesh    ,Kangra                    ,green_chilli                 ,       5000 ,       ,       ,       ,            ,         ,     ,
Himachal_Pradesh    ,Kangra                    ,guava                        ,       4500 ,       ,       ,       ,            ,         ,     ,
Himachal_Pradesh    ,Kangra                    ,kinnow                       ,       2200 ,       ,       ,       ,            ,         ,     ,
Himachal_Pradesh    ,Kangra                    ,lemon                        ,       5500 ,       ,       ,       ,            ,         ,     ,
Himachal_Pradesh    ,Kangra                    ,mashrooms                    ,      20000 ,       ,       ,       ,            ,         ,     ,
Himachal_Pradesh    ,Kangra                    ,mousambisweet_lime           ,       5500 ,       ,       ,       ,            ,         ,     ,
Himachal_Pradesh    ,Kangra                    ,onion                        ,       1100 ,       ,       ,       ,            ,         ,     ,
Himachal_Pradesh    ,Kangra                    ,orange                       ,       4500 , 19.58 , 16.55 , 10.01 ,      22.77 ,   92.17 ,7.02 ,  110.48
Himachal_Pradesh    ,Kangra                    ,papaya                       ,       2500 , 49.88 , 59.05 , 50.04 ,      33.72 ,   92.4  ,6.74 ,  142.63
Himachal_Pradesh    ,Kangra                    ,peas_wet                     ,       1800 ,       ,       ,       ,            ,         ,     ,
Himachal_Pradesh    ,Kangra                    ,pineapple                    ,       4000 ,       ,       ,       ,            ,         ,     ,
Himachal_Pradesh    ,Kangra                    ,pomegranate                  ,       7500 , 18.87 , 18.75 , 40.21 ,      21.84 ,   90.13 ,6.43 ,  107.53
Himachal_Pradesh    ,Kangra                    ,potato                       ,        800 ,       ,       ,       ,            ,         ,     ,
Himachal_Pradesh    ,Kangra                    ,pumpkin                      ,       1700 ,       ,       ,       ,            ,         ,     ,
Himachal_Pradesh    ,Kangra                    ,raddish                      ,        800 ,       ,       ,       ,            ,         ,     ,
Himachal_Pradesh    ,Kangra                    ,spinach                      ,       1700 ,       ,       ,       ,            ,         ,     ,
Himachal_Pradesh    ,Kangra                    ,tomato                       ,       2200 ,       ,       ,       ,            ,         ,     ,
Himachal_Pradesh    ,Kangra                    ,turnip                       ,       1200 ,       ,       ,       ,            ,         ,     ,
Himachal_Pradesh    ,Kullu                     ,banana                       ,       2370 ,100.23 , 82.01 , 50.05 ,      27.38 ,   80.36 ,5.98 ,  104.63
Himachal_Pradesh    ,Kullu                     ,bhindiladies_finger          ,       5650 ,       ,       ,       ,            ,         ,     ,
Himachal_Pradesh    ,Kullu                     ,bottle_gourd                 ,       2600 ,       ,       ,       ,            ,         ,     ,
Himachal_Pradesh    ,Kullu                     ,brinjal                      ,       2500 ,       ,       ,       ,            ,         ,     ,
Himachal_Pradesh    ,Kullu                     ,cabbage                      ,        900 ,       ,       ,       ,            ,         ,     ,
Himachal_Pradesh    ,Kullu                     ,capsicum                     ,       5650 ,       ,       ,       ,            ,         ,     ,
Himachal_Pradesh    ,Kullu                     ,carrot                       ,       1150 ,       ,       ,       ,            ,         ,     ,
Himachal_Pradesh    ,Kullu                     ,cauliflower                  ,       1650 ,       ,       ,       ,            ,         ,     ,
Himachal_Pradesh    ,Kullu                     ,corianderleaves              ,       1300 ,       ,       ,       ,            ,         ,     ,
Himachal_Pradesh    ,Kullu                     ,cucumbarkheera               ,       4800 ,       ,       ,       ,            ,         ,     ,
Himachal_Pradesh    ,Kullu                     ,french_beans_frasbean        ,       5250 ,       ,       ,       ,            ,         ,     ,
Himachal_Pradesh    ,Kullu                     ,garlic                       ,       5300 ,       ,       ,       ,            ,         ,     ,
Himachal_Pradesh    ,Kullu                     ,gingerdry                    ,       9800 ,       ,       ,       ,            ,         ,     ,
Himachal_Pradesh    ,Kullu                     ,grapes                       ,       7500 , 23.18 ,132.53 ,200.11 ,      23.85 ,   81.88 ,6.03 ,   69.61
Himachal_Pradesh    ,Kullu                     ,green_chilli                 ,       6300 ,       ,       ,       ,            ,         ,     ,
Himachal_Pradesh    ,Kullu                     ,guava                        ,       6150 ,       ,       ,       ,            ,         ,     ,
Himachal_Pradesh    ,Kullu                     ,kinnow                       ,       2650 ,       ,       ,       ,            ,         ,     ,
Himachal_Pradesh    ,Kullu                     ,lemon                        ,       6500 ,       ,       ,       ,            ,         ,     ,
Himachal_Pradesh    ,Kullu                     ,onion                        ,       1250 ,       ,       ,       ,            ,         ,     ,
Himachal_Pradesh    ,Kullu                     ,papaya                       ,       2900 , 49.88 , 59.05 , 50.04 ,      33.72 ,   92.4  ,6.74 ,  142.63
Himachal_Pradesh    ,Kullu                     ,peas_wet                     ,       2650 ,       ,       ,       ,            ,         ,     ,
Himachal_Pradesh    ,Kullu                     ,potato                       ,       1400 ,       ,       ,       ,            ,         ,     ,
Himachal_Pradesh    ,Kullu                     ,pumpkin                      ,       1750 ,       ,       ,       ,            ,         ,     ,
Himachal_Pradesh    ,Kullu                     ,raddish                      ,        700 ,       ,       ,       ,            ,         ,     ,
Himachal_Pradesh    ,Kullu                     ,spinach                      ,        900 ,       ,       ,       ,            ,         ,     ,
Himachal_Pradesh    ,Kullu                     ,squashchappal_kadoo          ,       1900 ,       ,       ,       ,            ,         ,     ,
Himachal_Pradesh    ,Kullu                     ,tomato                       ,       2550 ,       ,       ,       ,            ,         ,     ,
Jammu_and_Kashmir   ,Badgam                    ,cauliflower                  ,        800 ,       ,       ,       ,            ,         ,     ,
Jammu_and_Kashmir   ,Badgam                    ,cucumbarkheera               ,       1600 ,       ,       ,       ,            ,         ,     ,
Jammu_and_Kashmir   ,Badgam                    ,knool_khol                   ,       1250 ,       ,       ,       ,            ,         ,     ,
Karnataka           ,Bangalore                 ,beans                        ,       3600 ,       ,       ,       ,            ,         ,     ,
Karnataka           ,Bangalore                 ,beetroot                     ,       1600 ,       ,       ,       ,            ,         ,     ,
Karnataka           ,Bangalore                 ,bhindiladies_finger          ,       3400 ,       ,       ,       ,            ,         ,     ,
Karnataka           ,Bangalore                 ,bitter_gourd                 ,       3800 ,       ,       ,       ,            ,         ,     ,
Karnataka           ,Bangalore                 ,brinjal                      ,       1300 ,       ,       ,       ,            ,         ,     ,
Karnataka           ,Bangalore                 ,cabbage                      ,       1400 ,       ,       ,       ,            ,         ,     ,
Karnataka           ,Bangalore                 ,carrot                       ,       1600 ,       ,       ,       ,            ,         ,     ,
Karnataka           ,Bangalore                 ,chilly_capsicum              ,       5500 ,       ,       ,       ,            ,         ,     ,
Karnataka           ,Bangalore                 ,cucumbarkheera               ,       1750 ,       ,       ,       ,            ,         ,     ,
Karnataka           ,Bangalore                 ,drumstick                    ,       2900 ,       ,       ,       ,            ,         ,     ,
Karnataka           ,Bangalore                 ,gingergreen                  ,       5500 ,       ,       ,       ,            ,         ,     ,
Karnataka           ,Bangalore                 ,green_avare_w                ,       2900 ,       ,       ,       ,            ,         ,     ,
Karnataka           ,Bangalore                 ,green_chilli                 ,       3800 ,       ,       ,       ,            ,         ,     ,
Karnataka           ,Bangalore                 ,knool_khol                   ,       1800 ,       ,       ,       ,            ,         ,     ,
Karnataka           ,Bangalore                 ,papaya                       ,       1300 , 49.88 , 59.05 , 50.04 ,      33.72 ,   92.4  ,6.74 ,  142.63
Karnataka           ,Bangalore                 ,peas_wet                     ,       3000 ,       ,       ,       ,            ,         ,     ,
Karnataka           ,Bangalore                 ,raddish                      ,       1800 ,       ,       ,       ,            ,         ,     ,
Karnataka           ,Bangalore                 ,ridgeguardtori               ,       3600 ,       ,       ,       ,            ,         ,     ,
Karnataka           ,Bangalore                 ,seemebadnekai                ,       1500 ,       ,       ,       ,            ,         ,     ,
Karnataka           ,Bangalore                 ,snakeguard                   ,       1400 ,       ,       ,       ,            ,         ,     ,
Karnataka           ,Bangalore                 ,suvarna_gadde                ,       2500 ,       ,       ,       ,            ,         ,     ,
Karnataka           ,Bangalore                 ,tomato                       ,        900 ,       ,       ,       ,            ,         ,     ,
Karnataka           ,Bangalore                 ,water_melon                  ,       1400 ,       ,       ,       ,            ,         ,     ,
Karnataka           ,Kolar                     ,beans                        ,       3100 ,       ,       ,       ,            ,         ,     ,
Karnataka           ,Kolar                     ,beetroot                     ,       1400 ,       ,       ,       ,            ,         ,     ,
Karnataka           ,Kolar                     ,cabbage                      ,       1100 ,       ,       ,       ,            ,         ,     ,
Karnataka           ,Kolar                     ,capsicum                     ,       3800 ,       ,       ,       ,            ,         ,     ,
Karnataka           ,Kolar                     ,carrot                       ,       1200 ,       ,       ,       ,            ,         ,     ,
Karnataka           ,Kolar                     ,cauliflower                  ,       1200 ,       ,       ,       ,            ,         ,     ,
Karnataka           ,Kolar                     ,chilly_capsicum              ,       3000 ,       ,       ,       ,            ,         ,     ,
Karnataka           ,Kolar                     ,knool_khol                   ,       1000 ,       ,       ,       ,            ,         ,     ,
Karnataka           ,Kolar                     ,raddish                      ,        400 ,       ,       ,       ,            ,         ,     ,
Karnataka           ,Kolar                     ,ridgeguardtori               ,       3800 ,       ,       ,       ,            ,         ,     ,
Karnataka           ,Kolar                     ,tomato                       ,       1000 ,       ,       ,       ,            ,         ,     ,
Karnataka           ,Kolar                     ,tomato                       ,        667 ,       ,       ,       ,            ,         ,     ,
Karnataka           ,Tumkur                    ,copra                        ,       9000 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Alappuzha                 ,amphophalus                  ,       1900 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Alappuzha                 ,apple                        ,      11000 , 20.8  ,134.22 ,199.89 ,      22.63 ,   92.33 ,5.93 ,  112.65
Kerala              ,Alappuzha                 ,ashgourd                     ,       1100 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Alappuzha                 ,banana                       ,       4300 ,100.23 , 82.01 , 50.05 ,      27.38 ,   80.36 ,5.98 ,  104.63
Kerala              ,Alappuzha                 ,banana                       ,       2900 ,100.23 , 82.01 , 50.05 ,      27.38 ,   80.36 ,5.98 ,  104.63
Kerala              ,Alappuzha                 ,banana                       ,       2100 ,100.23 , 82.01 , 50.05 ,      27.38 ,   80.36 ,5.98 ,  104.63
Kerala              ,Alappuzha                 ,banana_green                 ,       4100 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Alappuzha                 ,amphophalus                  ,       2400 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Alappuzha                 ,ashgourd                     ,       1200 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Alappuzha                 ,banana_green                 ,       3800 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Alappuzha                 ,beetroot                     ,       2000 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Alappuzha                 ,bhindiladies_finger          ,       4000 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Alappuzha                 ,bitter_gourd                 ,       4500 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Alappuzha                 ,bottle_gourd                 ,       1100 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Alappuzha                 ,capsicum                     ,       6000 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Alappuzha                 ,carrot                       ,       3600 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Alappuzha                 ,cowpeaveg                    ,       4200 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Alappuzha                 ,cucumbarkheera               ,       2000 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Alappuzha                 ,amphophalus                  ,       3600 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Alappuzha                 ,ashgourd                     ,       1100 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Alappuzha                 ,banana_green                 ,       4100 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Alappuzha                 ,bhindiladies_finger          ,       3100 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Alappuzha                 ,bitter_gourd                 ,       4100 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Alappuzha                 ,brinjal                      ,       3500 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Alappuzha                 ,cabbage                      ,       3200 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Alappuzha                 ,capsicum                     ,       8200 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Alappuzha                 ,carrot                       ,       3800 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Ernakulam                 ,amaranthus                   ,       1800 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Ernakulam                 ,amphophalus                  ,       2500 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Ernakulam                 ,ashgourd                     ,       1800 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Ernakulam                 ,banana_green                 ,       3500 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Ernakulam                 ,beetroot                     ,       2200 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Ernakulam                 ,bitter_gourd                 ,       4500 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Ernakulam                 ,brinjal                      ,       2200 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Ernakulam                 ,cowpeaveg                    ,       4500 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Ernakulam                 ,potato                       ,       2500 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Ernakulam                 ,tomato                       ,       1800 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Kannur                    ,arecanutbetelnut_supari      ,      19750 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Kannur                    ,black_pepper                 ,      29250 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Kannur                    ,coconut                      ,       3300 , 21.98 , 16.93 , 30.59 ,      27.41 ,   94.84 ,5.98 ,  175.69
Kerala              ,Kannur                    ,coconut_oil                  ,      18150 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Kannur                    ,copra                        ,      10250 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Kannur                    ,rubber                       ,      12350 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Kasargod                  ,amaranthus                   ,       1550 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Kasargod                  ,arecanutbetelnut_supari      ,      21500 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Kasargod                  ,banana                       ,       2250 ,100.23 , 82.01 , 50.05 ,      27.38 ,   80.36 ,5.98 ,  104.63
Kerala              ,Kasargod                  ,banana                       ,       3050 ,100.23 , 82.01 , 50.05 ,      27.38 ,   80.36 ,5.98 ,  104.63
Kerala              ,Kasargod                  ,bhindiladies_finger          ,       5550 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Kasargod                  ,cashewnuts                   ,      10100 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Kasargod                  ,copra                        ,      10300 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Kasargod                  ,cowpeaveg                    ,       2100 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Kasargod                  ,cucumbarkheera               ,       1100 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Kasargod                  ,paddydhancommon              ,       1850 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Kasargod                  ,pepper_garbled               ,      32500 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Kasargod                  ,pumpkin                      ,        850 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Kasargod                  ,amaranthus                   ,       2900 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Kasargod                  ,arecanutbetelnut_supari      ,      21750 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Kasargod                  ,ashgourd                     ,       2700 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Kasargod                  ,banana_green                 ,       4600 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Kasargod                  ,beetroot                     ,       2600 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Kasargod                  ,bhindiladies_finger          ,       6500 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Kasargod                  ,bitter_gourd                 ,       5750 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Kasargod                  ,bottle_gourd                 ,       1800 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Kasargod                  ,brinjal                      ,       3600 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Kasargod                  ,cabbage                      ,       2500 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Kasargod                  ,carrot                       ,       2700 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Kasargod                  ,coconut_seed                 ,       3450 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Kasargod                  ,copra                        ,      10100 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Kasargod                  ,cowpeaveg                    ,       5000 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Kasargod                  ,cucumbarkheera               ,       2700 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Kasargod                  ,drumstick                    ,       6000 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Kasargod                  ,gingergreen                  ,       8500 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Kasargod                  ,green_chilli                 ,       5000 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Kasargod                  ,indian_beans_seam            ,       4600 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Kasargod                  ,little_gourd_kundru          ,       4600 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Kasargod                  ,long_melonkakri              ,       2700 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Kasargod                  ,pepper_garbled               ,      27750 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Kasargod                  ,potato                       ,       2400 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Kasargod                  ,pumpkin                      ,       2700 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Kasargod                  ,ridgeguardtori               ,       5000 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Kasargod                  ,snakeguard                   ,       3600 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Kasargod                  ,sweet_potato                 ,       3000 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Kasargod                  ,tapioca                      ,       2900 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Kasargod                  ,tomato                       ,       1800 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Kollam                    ,amaranthus                   ,       4600 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Kollam                    ,ashgourd                     ,       5700 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Kollam                    ,banana                       ,       6100 ,100.23 , 82.01 , 50.05 ,      27.38 ,   80.36 ,5.98 ,  104.63
Kerala              ,Kollam                    ,banana                       ,       2700 ,100.23 , 82.01 , 50.05 ,      27.38 ,   80.36 ,5.98 ,  104.63
Kerala              ,Kollam                    ,banana                       ,       5900 ,100.23 , 82.01 , 50.05 ,      27.38 ,   80.36 ,5.98 ,  104.63
Kerala              ,Kollam                    ,banana                       ,       4800 ,100.23 , 82.01 , 50.05 ,      27.38 ,   80.36 ,5.98 ,  104.63
Kerala              ,Kollam                    ,banana                       ,       2400 ,100.23 , 82.01 , 50.05 ,      27.38 ,   80.36 ,5.98 ,  104.63
Kerala              ,Kollam                    ,beetroot                     ,       3200 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Kollam                    ,bhindiladies_finger          ,       3800 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Kollam                    ,bitter_gourd                 ,       6100 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Kollam                    ,bottle_gourd                 ,       1300 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Kollam                    ,cabbage                      ,       1600 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Kollam                    ,carrot                       ,       5600 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Kollam                    ,cauliflower                  ,       3600 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Kollam                    ,colacasia                    ,       4100 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Kollam                    ,drumstick                    ,       3500 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Kollam                    ,potato                       ,       1900 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Kollam                    ,pumpkin                      ,       1100 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Kollam                    ,snakeguard                   ,       2300 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Kollam                    ,banana                       ,       4200 ,100.23 , 82.01 , 50.05 ,      27.38 ,   80.36 ,5.98 ,  104.63
Kerala              ,Kollam                    ,banana                       ,       2000 ,100.23 , 82.01 , 50.05 ,      27.38 ,   80.36 ,5.98 ,  104.63
Kerala              ,Kollam                    ,banana                       ,       4500 ,100.23 , 82.01 , 50.05 ,      27.38 ,   80.36 ,5.98 ,  104.63
Kerala              ,Kollam                    ,banana                       ,       4500 ,100.23 , 82.01 , 50.05 ,      27.38 ,   80.36 ,5.98 ,  104.63
Kerala              ,Kollam                    ,bhindiladies_finger          ,       5000 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Kollam                    ,brinjal                      ,       3500 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Kollam                    ,gingergreen                  ,       7000 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Kollam                    ,little_gourd_kundru          ,       4000 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Kollam                    ,tomato                       ,       3500 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Kollam                    ,amaranthus                   ,       1400 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Kollam                    ,banana_green                 ,       5800 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Kollam                    ,bhindiladies_finger          ,       4200 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Kollam                    ,bitter_gourd                 ,       9800 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Kollam                    ,cucumbarkheera               ,       3800 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Kollam                    ,elephant_yam_suran           ,       3200 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Kollam                    ,gingergreen                  ,       8800 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Kollam                    ,snakeguard                   ,       1800 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Kollam                    ,tapioca                      ,       2450 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Kollam                    ,turmeric_raw                 ,       2100 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Kottayam                  ,ashgourd                     ,       1400 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Kottayam                  ,banana                       ,       3800 ,100.23 , 82.01 , 50.05 ,      27.38 ,   80.36 ,5.98 ,  104.63
Kerala              ,Kottayam                  ,banana_green                 ,       2100 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Kottayam                  ,beetroot                     ,       2200 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Kottayam                  ,bhindiladies_finger          ,       2700 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Kottayam                  ,bitter_gourd                 ,       3400 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Kottayam                  ,brinjal                      ,       2300 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Kottayam                  ,cabbage                      ,       2100 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Kottayam                  ,carrot                       ,       2600 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Kottayam                  ,cluster_beans                ,       3400 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Kottayam                  ,coconut                      ,       3600 , 21.98 , 16.93 , 30.59 ,      27.41 ,   94.84 ,5.98 ,  175.69
Kerala              ,Kottayam                  ,colacasia                    ,       5700 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Kottayam                  ,cucumbarkheera               ,       2000 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Kottayam                  ,drumstick                    ,       5800 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Kottayam                  ,elephant_yam_suran           ,       2300 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Kottayam                  ,gingergreen                  ,       8600 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Kottayam                  ,green_chilli                 ,       3800 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Kottayam                  ,little_gourd_kundru          ,       3400 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Kottayam                  ,mango_raw_ripe               ,       3400 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Kottayam                  ,onion                        ,       3500 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Kottayam                  ,onion                        ,       1400 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Kottayam                  ,potato                       ,       2800 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Kottayam                  ,pumpkin                      ,       1100 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Kottayam                  ,snakeguard                   ,       1900 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Kottayam                  ,tapioca                      ,       2500 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Kottayam                  ,tomato                       ,       2200 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Kottayam                  ,banana                       ,       4000 ,100.23 , 82.01 , 50.05 ,      27.38 ,   80.36 ,5.98 ,  104.63
Kerala              ,Kottayam                  ,banana                       ,       1800 ,100.23 , 82.01 , 50.05 ,      27.38 ,   80.36 ,5.98 ,  104.63
Kerala              ,Kottayam                  ,banana                       ,       3000 ,100.23 , 82.01 , 50.05 ,      27.38 ,   80.36 ,5.98 ,  104.63
Kerala              ,Malappuram                ,amaranthus                   ,       1800 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Malappuram                ,amlanelli_kai                ,       3800 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Malappuram                ,amphophalus                  ,       2300 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Malappuram                ,ashgourd                     ,       1300 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Malappuram                ,beetroot                     ,       1900 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Malappuram                ,bhindiladies_finger          ,       3200 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Malappuram                ,bitter_gourd                 ,       3100 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Malappuram                ,bottle_gourd                 ,       1700 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Malappuram                ,brinjal                      ,       1900 ,       ,       ,       ,            ,         ,     ,
Kerala              ,Malappuram                ,cabbage                      ,       1300 ,       ,       ,       ,            ,         ,     ,
