state,city,Annual,Kharif,Rabi,Autumn,Summer,Winter
rajasthan,jhalawar,76.68,213.78,14.73,62.67,3.93,4.9
rajasthan,jhunjhunu,40.08,102.5,7.4,25.6,10.67,7.4
rajasthan,kota,67.32,186.58,13.0,53.33,4.2,4.5
rajasthan,sawai_madhopur,60.08,166.0,9.23,38.77,5.2,5.77
rajasthan,sikar,38.65,100.62,5.93,22.57,9.33,6.27
rajasthan,sirohi,76.12,217.15,7.73,57.63,5.33,2.43
rajasthan,tonk,51.16,141.5,7.27,32.83,5.27,4.43
rajasthan,udaipur,53.31,147.82,9.63,44.27,4.9,2.47
rajasthan,dholpur,60.18,162.5,11.97,49.43,6.03,7.8
rajasthan,baran,71.06,198.05,13.07,51.63,3.67,4.87
rajasthan,dausa,56.23,153.02,8.63,38.77,7.03,6.6
rajasthan,rajsamand,46.21,126.5,7.9,34.7,6.2,3.1
rajasthan,karauli,58.02,159.35,8.73,39.57,5.27,6.87
rajasthan,pratapgarh(cht,76.27,211.45,17.4,71.0,4.17,2.6
madhya_pradesh,betul,85.73,229.62,24.23,86.77,7.2,8.63
madhya_pradesh,vidisha,90.4,251.25,15.57,66.13,3.63,11.0
madhya_pradesh,bhind,63.62,171.38,16.77,63.47,3.37,8.13
madhya_pradesh,datia,71.68,193.95,17.27,72.83,5.0,8.5
madhya_pradesh,dewas,85.95,237.45,19.6,75.83,3.77,7.47
madhya_pradesh,dhar,73.84,206.7,16.23,72.83,2.1,2.37
madhya_pradesh,guna,85.69,235.75,16.17,67.43,5.87,9.5
madhya_pradesh,gwalior,73.82,197.65,18.27,72.57,5.8,10.43
madhya_pradesh,hoshangabad,116.02,322.28,20.87,106.73,6.8,10.1
madhya_pradesh,indore,76.44,209.92,19.37,77.97,3.77,4.63
madhya_pradesh,jhabua,67.73,186.32,18.33,66.53,3.2,2.17
madhya_pradesh,mandsaur,70.84,195.0,17.37,64.5,3.77,3.33
madhya_pradesh,morena,64.75,177.05,11.73,54.73,4.8,8.53
madhya_pradesh,khandwa,78.33,212.7,20.1,76.13,5.83,7.23
madhya_pradesh,khargone,68.91,189.62,16.67,67.57,3.53,5.2
madhya_pradesh,raisen,100.04,278.7,17.17,83.23,4.87,9.43
madhya_pradesh,rajgarh,80.56,222.55,16.9,65.4,3.93,7.7
madhya_pradesh,ratlam,78.98,217.82,20.23,75.53,3.07,4.5
madhya_pradesh,sehore,96.05,266.88,18.97,83.0,4.13,8.33
madhya_pradesh,shajapur,79.12,218.48,16.53,67.93,4.13,7.43
madhya_pradesh,shivpuri,71.62,194.95,15.67,64.17,4.27,9.17
madhya_pradesh,ujjain,75.48,208.42,18.43,69.57,2.73,5.3
madhya_pradesh,bhopal,90.64,249.65,17.2,78.17,6.23,9.43
madhya_pradesh,harda,94.02,260.58,20.13,87.6,3.47,8.13
madhya_pradesh,neemuch,67.82,186.85,15.67,60.8,4.03,3.6
madhya_pradesh,sheopur,65.99,181.85,12.7,46.97,4.43,6.2
madhya_pradesh,barwani,58.43,158.85,17.37,61.17,3.33,3.17
madhya_pradesh,ashoknagar(gna,77.23,216.27,14.13,64.97,1.83,8.5
madhya_pradesh,burhanpur,74.09,196.05,24.27,70.5,8.33,6.0
madhya_pradesh,alirajpur(jba),71.97,199.75,15.6,66.37,3.9,3.7
madhya_pradesh,balaghat,123.47,333.65,27.3,95.83,9.63,17.83
madhya_pradesh,chhatarpur,90.12,246.25,17.27,82.17,4.8,12.87
madhya_pradesh,chhindwara,85.13,220.7,24.17,78.03,11.37,15.0
madhya_pradesh,jabalpur,99.37,272.58,16.6,80.1,7.57,12.87
madhya_pradesh,mandla,116.42,311.45,21.33,87.7,13.3,20.63
madhya_pradesh,narsinghpur,95.53,266.77,14.7,85.07,4.6,9.2
madhya_pradesh,panna,97.64,268.02,15.67,83.13,5.1,15.03
madhya_pradesh,rewa,89.04,242.92,15.6,85.6,6.03,12.83
madhya_pradesh,sagar,99.35,272.02,18.3,80.87,6.4,13.37
madhya_pradesh,satna,88.01,238.3,15.4,78.17,5.97,14.77
madhya_pradesh,seoni,99.32,259.6,24.73,84.37,14.03,17.0
madhya_pradesh,shahdol,92.49,248.68,15.6,77.27,8.6,17.23
madhya_pradesh,sidhi,93.92,254.1,16.93,91.63,8.13,14.23
madhya_pradesh,tikamgarh,78.21,213.3,15.63,64.17,3.73,12.43
madhya_pradesh,katni,95.09,262.82,13.87,76.5,4.87,13.1
madhya_pradesh,dindori,111.39,301.48,21.3,79.87,9.3,18.53
madhya_pradesh,umaria,102.98,273.48,20.7,87.47,10.5,20.63
madhya_pradesh,damoh,98.38,267.75,17.03,77.27,7.27,15.33
madhya_pradesh,anuppur(shahd,112.88,293.7,23.43,92.93,18.37,23.17
madhya_pradesh,singrauli,76.77,208.08,16.63,75.9,5.33,10.1
gujarat,ahmedabad,53.32,150.65,9.7,44.23,2.37,0.97
gujarat,banaskantha,49.87,140.88,8.4,40.9,2.33,1.27
gujarat,baroda,82.68,235.7,14.1,68.37,1.97,1.2
gujarat,bharuch,68.74,196.55,10.83,59.2,1.93,0.57
gujarat,valsad,168.48,487.83,20.93,122.9,2.27,0.6
gujarat,dangs,171.92,490.42,27.17,147.93,5.77,1.63
gujarat,kheda,70.84,202.9,10.23,59.93,2.07,1.0
gujarat,mehsana,57.72,163.92,9.13,50.33,2.57,1.3
gujarat,panchmahals,79.94,228.02,13.03,66.93,2.33,0.97
gujarat,sabarkantha,68.02,194.68,9.23,55.2,2.73,1.2
gujarat,surat,108.72,313.4,14.87,83.7,2.13,0.5
gujarat,gandhinagar,62.72,178.9,9.23,54.83,2.63,1.37
gujarat,narmada(brc),95.31,274.95,12.03,72.03,2.43,0.7
gujarat,navsari(vsd),155.53,450.82,18.13,112.4,2.67,0.73
gujarat,anand(khr),69.55,197.22,12.83,55.67,1.9,1.3
gujarat,patan(mhsn),44.97,128.48,6.03,33.83,1.87,1.1
gujarat,dahod(pnml),75.3,213.32,13.83,68.17,2.27,1.57
gujarat,tapi(srt),128.0,371.22,14.03,90.63,3.0,1.03
gujarat,amreli,47.28,129.55,14.5,46.13,1.6,0.77
gujarat,bhavnagar,48.19,134.43,11.87,46.0,1.4,0.6
gujarat,jamnagar,41.5,115.6,9.83,29.17,1.5,0.77
gujarat,junagadh,69.2,196.8,13.57,45.9,0.53,0.43
gujarat,kutch,32.4,90.32,7.17,27.0,1.57,0.87
gujarat,rajkot,48.26,135.02,11.5,38.63,1.4,0.6
gujarat,surendranagar,44.55,124.95,9.83,37.33,1.7,0.3
gujarat,porbandar,59.72,168.18,13.17,40.8,1.0,0.67
dadar_nagar_haveli,dnh,197.84,579.22,16.37,146.83,2.47,0.23
daman_and_dui,daman,197.84,579.22,16.37,146.83,2.47,0.23
daman_and_dui,diu,58.11,161.68,15.9,36.87,0.5,0.77
maharashtra,mumbai_city,188.12,535.6,31.23,132.9,6.47,2.1
maharashtra,raigad,273.24,779.42,46.2,177.53,7.4,1.57
maharashtra,ratnagiri,289.22,815.38,57.9,175.9,11.77,1.93
maharashtra,thane,211.84,607.07,32.8,145.77,4.97,0.67
maharashtra,sindhudurg,272.43,755.45,61.13,159.6,21.2,3.47
maharashtra,mumbai_sub,188.12,535.6,31.23,132.9,6.47,2.1
goa,north_goa,289.28,788.72,70.7,164.37,34.67,3.9
goa,south_goa,257.13,701.72,63.23,150.03,29.4,3.3
maharashtra,ahmednagar,47.77,109.4,34.6,78.47,9.97,3.13
maharashtra,dhule,50.6,130.88,21.7,55.3,5.03,2.8
maharashtra,jalgaon,60.91,160.45,23.4,62.1,4.4,4.23
maharashtra,kolhapur,166.07,434.4,54.23,113.53,30.23,3.03
maharashtra,nashik,85.8,228.05,31.63,91.2,6.93,2.1
maharashtra,pune,84.64,215.25,39.13,92.5,12.2,2.23
maharashtra,sangli,60.88,127.02,46.37,88.27,26.97,2.7
maharashtra,satara,76.04,180.95,44.6,89.67,17.83,3.23
maharashtra,solapur,53.88,118.55,41.9,96.4,14.13,3.6
maharashtra,nandurbar,74.23,207.1,16.73,64.63,3.7,1.13
maharashtra,aurangabad,59.68,148.55,31.63,77.93,7.67,4.93
maharashtra,beed,59.03,142.35,34.67,87.27,10.17,4.87
maharashtra,nanded,80.09,204.1,34.07,89.2,11.03,5.17
maharashtra,osmanabad,64.94,155.85,37.4,96.83,12.57,3.53
maharashtra,parbhani,74.75,189.3,33.77,86.23,9.93,6.23
maharashtra,latur,75.83,188.12,36.37,90.93,13.47,4.57
maharashtra,jalna,60.81,151.6,31.13,75.83,8.23,4.43
maharashtra,hingoli,81.62,212.28,31.27,83.1,8.9,6.4
maharashtra,akola,67.95,175.58,25.43,66.1,7.63,6.9
maharashtra,amravati,74.78,196.65,25.5,73.2,5.97,8.23
maharashtra,bhandara,107.72,284.3,29.03,92.27,13.1,13.67
maharashtra,buldhana,62.24,161.65,25.23,62.93,5.67,4.87
maharashtra,chandrapur,106.0,282.95,27.63,92.7,12.33,9.4
maharashtra,nagpur,89.03,230.98,27.77,82.53,12.2,12.23
maharashtra,yavatmal,81.9,213.75,28.0,75.53,10.2,7.37
maharashtra,wardha,85.58,220.08,29.6,78.93,12.5,12.07
maharashtra,gadchiroli,120.82,325.75,28.8,92.8,14.4,7.87
maharashtra,washim,78.41,206.4,26.63,76.43,6.9,7.37
maharashtra,gondia,114.22,307.2,27.23,93.97,11.27,12.83
chatisgarh,bastar,113.55,288.55,33.37,106.47,30.5,7.7
chatisgarh,bilaspur,102.42,266.95,25.2,88.9,17.0,15.33
chatisgarh,durg,93.58,254.5,21.4,86.63,9.53,5.03
chatisgarh,raigarh,105.82,285.88,20.43,96.57,13.77,9.67
chatisgarh,raipur,97.05,261.75,21.53,85.57,12.67,6.53
chatisgarh,surguja,110.99,298.78,22.13,94.53,12.2,13.43
chatisgarh,rajnandgaon,100.78,269.15,26.2,94.63,11.97,9.17
chatisgarh,dantewada,110.66,294.52,35.1,104.23,13.7,1.57
chatisgarh,kanker_(norh,116.27,309.18,28.9,103.7,17.6,7.9
chatisgarh,janjgir-champ,109.65,300.48,18.73,90.77,10.83,10.7
chatisgarh,korba,115.46,310.88,23.0,92.37,13.47,13.43
chatisgarh,jashpur,128.7,337.15,30.57,113.97,21.1,16.0
chatisgarh,dhamtari,97.38,262.65,21.73,90.1,13.3,5.37
chatisgarh,mahasamund,95.11,261.0,19.2,85.0,9.4,4.67
chatisgarh,koriya,101.95,284.72,13.83,80.97,6.63,9.67
chatisgarh,kowardha_(kab,85.78,220.73,27.2,81.23,12.77,12.7
chatisgarh,narayanpur,117.04,306.85,33.2,102.7,20.63,6.53
chatisgarh,bijapur,127.35,342.28,35.17,110.37,14.4,4.57
andhra_pradesh,east_godavari,92.17,175.98,92.2,148.67,36.47,7.97
andhra_pradesh,west_godavari,96.7,195.98,92.07,148.2,27.83,9.5
andhra_pradesh,guntur,72.62,135.75,78.07,123.27,27.03,9.23
andhra_pradesh,krishna,85.59,175.35,80.8,133.33,24.13,7.67
andhra_pradesh,nellore,90.97,88.1,213.1,214.97,24.2,44.83
andhra_pradesh,prakasam,67.16,95.62,109.67,139.97,25.9,16.27
andhra_pradesh,srikakulam,97.1,186.42,95.37,163.1,35.8,10.3
andhra_pradesh,visakhapatnam,93.39,168.6,89.27,149.63,52.97,7.97
andhra_pradesh,vizianagaram,95.03,181.52,83.5,151.17,46.9,9.73
andhra_pradesh,adilabad,93.33,239.72,35.03,89.73,13.83,7.27
andhra_pradesh,hyderabad,70.94,160.88,41.9,94.93,22.93,6.57
andhra_pradesh,karimnagar,81.65,200.08,37.53,89.93,16.83,7.43
andhra_pradesh,khammam,91.24,215.1,45.3,100.77,29.0,5.37
andhra_pradesh,mahabubnagar,60.92,139.93,36.8,85.13,18.77,2.83
andhra_pradesh,medak,76.86,185.98,36.9,90.37,18.77,5.4
andhra_pradesh,nalgonda,63.38,138.67,48.13,95.8,17.67,5.0
andhra_pradesh,nizamabad,90.99,230.02,37.97,93.77,15.2,5.93
andhra_pradesh,warangal,82.24,199.15,39.67,89.1,18.4,7.77
andhra_pradesh,rangareddy,70.15,163.43,39.3,96.93,21.03,3.8
andhra_pradesh,anantapur,47.72,80.7,53.97,93.03,27.23,5.97
andhra_pradesh,chittoor,74.85,104.28,120.97,148.17,34.3,24.57
andhra_pradesh,kuddapah,59.74,101.02,79.63,113.03,23.2,9.57
andhra_pradesh,kurnool,56.63,115.05,46.87,91.2,25.23,3.23
tamil_nadu,vellore,78.02,116.52,116.23,151.43,35.5,24.4
tamil_nadu,coimbatore,57.44,47.45,109.63,116.87,50.1,22.57
tamil_nadu,dharmapuri,75.18,98.35,110.03,148.8,53.47,21.5
tamil_nadu,kanyakumari,108.54,119.35,165.47,179.0,96.1,33.97
tamil_nadu,chennai,110.35,109.78,263.3,250.93,19.5,64.1
tamil_nadu,madurai,77.32,83.98,139.7,163.6,48.27,29.9
tamil_nadu,nilgiris,126.89,189.98,159.4,182.5,78.43,42.8
tamil_nadu,ramanathapura,67.32,37.33,163.9,142.57,38.5,57.8
tamil_nadu,salem,83.16,110.15,123.5,158.07,56.93,23.93
tamil_nadu,thanjavur,84.42,79.6,183.43,171.6,34.03,63.2
tamil_nadu,tiruchirappal,68.17,73.47,130.5,149.5,36.63,33.7
tamil_nadu,tirunelveli,70.42,35.6,155.73,135.27,55.4,56.3
tamil_nadu,erode,58.58,57.45,104.87,125.07,47.47,20.43
tamil_nadu,pudukkottai,73.95,87.65,135.4,140.93,32.5,44.73
tamil_nadu,dindigul,77.56,73.85,145.47,158.3,56.0,40.07
tamil_nadu,virudhunagar,68.34,49.2,139.67,146.97,53.83,36.13
tamil_nadu,sivaganga,72.73,75.25,140.9,144.83,40.4,38.33
tamil_nadu,thoothukudi,54.69,18.73,142.33,124.27,37.2,44.37
tamil_nadu,tiruvannamala,86.67,117.02,148.83,177.27,32.97,36.2
tamil_nadu,nagapattinam,116.11,71.53,313.67,249.77,26.83,124.6
tamil_nadu,viluppuram,84.3,102.08,166.37,175.63,25.33,48.57
tamil_nadu,cuddalore,100.56,95.78,232.6,215.67,27.23,75.47
tamil_nadu,kanchipuram,102.31,122.7,213.93,219.2,22.0,54.03
tamil_nadu,tiruvallur,94.97,112.9,196.43,203.2,22.4,49.5
tamil_nadu,theni,60.0,39.6,119.3,125.73,56.1,28.87
tamil_nadu,namakkal,66.12,84.82,97.2,128.5,49.53,16.63
tamil_nadu,karur,54.58,53.4,104.9,123.33,36.4,22.83
tamil_nadu,perambalur,71.82,72.68,146.97,157.3,36.3,38.77
tamil_nadu,tiruvarur,97.78,74.1,239.7,203.1,32.57,91.63
tamil_nadu,krishnagiri,70.89,99.75,96.47,142.03,50.53,15.1
tamil_nadu,ariyalur,89.32,98.0,181.83,179.07,33.93,59.8
tamil_nadu,tirupur,51.52,38.7,104.77,113.9,45.03,20.2
pondicherry,pondicherry,111.38,96.25,281.03,255.07,23.63,80.47
pondicherry,karaikal,125.37,73.28,349.5,284.13,22.2,131.3
pondicherry,mahe,111.38,96.25,281.03,255.07,23.63,80.47
pondicherry,yanam,111.38,96.25,281.03,255.07,23.63,80.47
karnataka,uttar_kannada,255.88,680.22,70.13,152.57,46.27,3.87
karnataka,dakshin_kanda,326.32,837.9,111.5,210.83,75.7,6.07
karnataka,udupi,358.83,939.92,105.73,234.43,75.77,6.87
karnataka,belgam,69.93,143.52,50.77,86.73,37.07,2.23
karnataka,bidar,74.23,173.72,40.2,94.97,21.07,6.07
karnataka,bijapur,54.7,109.0,47.83,98.33,23.93,4.0
karnataka,dharwad,65.98,121.0,55.4,93.17,45.33,3.9
karnataka,gulbarga,68.38,155.12,43.53,103.37,20.77,3.9
karnataka,yadgir,69.54,152.7,51.07,109.23,20.83,4.43
karnataka,raichur,55.42,115.4,45.93,93.13,20.77,3.1
karnataka,bagalkote,49.75,90.82,48.37,91.73,28.43,3.43
karnataka,gadag,53.43,92.08,53.87,97.2,36.37,3.23
karnataka,haveri,65.99,123.78,56.63,87.47,42.03,2.6
karnataka,koppal,49.86,95.65,47.3,93.2,24.07,3.2
karnataka,bangalore_rur,69.75,112.98,80.23,132.7,45.63,7.0
karnataka,bellary,51.9,94.0,52.33,94.9,29.0,4.13
karnataka,chikmagalur,173.12,414.32,79.5,133.8,59.37,5.3
karnataka,chitradurga,43.98,67.75,53.0,85.23,31.7,3.8
karnataka,kodagu,228.45,545.48,96.93,161.57,87.0,8.4
karnataka,hassan,80.59,143.57,73.67,108.53,56.0,4.9
karnataka,kolar,60.92,95.68,76.2,119.6,37.53,9.6
karnataka,mandya,55.22,71.28,71.37,109.43,52.67,6.5
karnataka,mysore,63.22,85.9,71.43,102.63,64.9,6.37
karnataka,shimoga,152.33,378.5,63.47,107.07,40.87,3.07
karnataka,tumkur,58.21,89.8,68.57,114.7,42.73,5.17
karnataka,bangalore_urb,72.5,118.92,77.2,131.63,51.23,9.0
karnataka,chamarajanaga,65.7,80.15,81.6,114.87,71.2,11.23
karnataka,davangere,56.39,96.22,58.9,95.2,37.73,3.1
karnataka,ramnagar(bngr),73.64,113.5,81.03,138.57,60.13,7.07
karnataka,chickballapur,62.38,102.95,75.07,121.03,34.93,7.4
kerala,alappuzha,236.77,436.48,190.7,265.77,159.27,32.33
kerala,cannur,276.59,667.25,115.03,180.57,100.17,9.53
kerala,ernakulam,252.49,516.25,163.1,247.33,147.87,25.47
kerala,kottayam,244.21,474.32,178.37,254.93,153.4,26.33
kerala,kozhikode,282.01,650.78,140.73,214.47,117.53,12.07
kerala,malappuram,236.26,515.1,149.43,212.27,106.93,9.47
kerala,palakkad,190.83,393.18,142.67,193.87,93.3,11.67
kerala,kollam,207.64,333.08,212.87,267.33,156.53,35.23
kerala,thrissur,255.26,549.38,156.47,237.17,128.43,15.3
kerala,thiruvanantha,150.27,217.82,174.23,207.23,122.93,34.37
kerala,idukki,275.21,569.05,188.07,274.83,142.2,27.87
kerala,kasargod,301.8,751.87,112.63,194.2,90.97,7.23
kerala,pathanamthitta,246.53,428.92,208.07,279.7,184.5,38.77
kerala,wayanad,271.09,658.02,110.83,179.13,91.8,12.97
lakshadweep,lakshadweep,133.33,249.62,111.2,145.97,77.47,31.43
