state,district,crop,modal_price
Uttar Pradesh,Saharanpur,Tomato,1000
Uttar Pradesh,Saharanpur,Wheat,1900
Uttar Pradesh,Saharanpur,Wood,450
Uttar Pradesh,Saharanpur,Banana - Green,700
Uttar Pradesh,Saharanpur,Bottle gourd,800
Uttar Pradesh,Saharanpur,Brinjal,700
Uttar Pradesh,Saharanpur,Carrot,450
Uttar Pradesh,Saharanpur,Cauliflower,500
Uttar Pradesh,Saharanpur,Green Chilli,1200
Uttar Pradesh,Saharanpur,Green Peas,800
Uttar Pradesh,Saharanpur,Onion,700
Uttar Pradesh,Saharanpur,Papaya,800
Uttar Pradesh,Shahjahanpur,Brinjal,470
Uttar Pradesh,Shahjahanpur,Cauliflower,400
Uttar Pradesh,Shahjahanpur,Colacasia,1550
Uttar Pradesh,Shahjahanpur,Potato,460
Uttar Pradesh,Shahjahanpur,Raddish,320
Uttar Pradesh,Shahjahanpur,Tomato,700
Uttar Pradesh,Sitapur,Gur(Jaggery),2050
Uttar Pradesh,Sitapur,Lentil (Masur)(Whole),4250
Uttar Pradesh,Sitapur,Onion,700
Uttar Pradesh,Sitapur,Potato,600
Uttar Pradesh,Sitapur,Wheat,1750
Uttar Pradesh,Sitapur,Wood,240
Uttar Pradesh,Sonbhadra,Cauliflower,500
Uttar Pradesh,Sonbhadra,Peas Wet,800
Uttar Pradesh,Sonbhadra,Raddish,600
Uttar Pradesh,Sonbhadra,Arhar Dal(Tur Dal),6715
Uttar Pradesh,Sonbhadra,Barley (Jau),1700
Uttar Pradesh,Sonbhadra,Bengal Gram(Gram)(Whole),5075
Uttar Pradesh,Sonbhadra,Bottle gourd,885
Uttar Pradesh,Sonbhadra,Brinjal,785
Uttar Pradesh,Sonbhadra,Cauliflower,490
Uttar Pradesh,Sonbhadra,Garlic,1810
Uttar Pradesh,Sonbhadra,Green Chilli,1650
Uttar Pradesh,Sonbhadra,Gur(Jaggery),3220
Uttar Pradesh,Sonbhadra,Mustard,4035
Uttar Pradesh,Sonbhadra,Onion,815
Uttar Pradesh,Sonbhadra,Potato,660
Uttar Pradesh,Sonbhadra,Rice,2240
Uttar Pradesh,Sonbhadra,Tomato,475
Uttar Pradesh,Sonbhadra,Wheat,1910
Uttrakhand,Dehradoon,Apple,3050
Uttrakhand,Dehradoon,Banana,750
Uttrakhand,Dehradoon,Cabbage,400
Uttrakhand,Dehradoon,Carrot,700
Uttrakhand,Dehradoon,Cauliflower,550
Uttrakhand,Dehradoon,Garlic,1350
Uttrakhand,Dehradoon,Grapes,1800
Uttrakhand,Dehradoon,Green Chilli,850
Uttrakhand,Dehradoon,Kinnow,750
Uttrakhand,Dehradoon,Lemon,1350
Uttrakhand,Dehradoon,Onion,1150
Uttrakhand,Dehradoon,Orange,1800
Uttrakhand,Dehradoon,Papaya,700
Uttrakhand,Dehradoon,Peas Wet,1150
Uttrakhand,Dehradoon,Pomegranate,3500
Uttrakhand,Dehradoon,Potato,550
Uttrakhand,Dehradoon,Pumpkin,450
Uttrakhand,Dehradoon,Raddish,300
Uttrakhand,Dehradoon,Tomato,500
Uttrakhand,UdhamSinghNagar,Onion,975
Uttrakhand,UdhamSinghNagar,Potato,600
West Bengal,Bankura,Mustard,4200
West Bengal,Bankura,Onion,1150
West Bengal,Bankura,Potato,380
West Bengal,Bankura,Rice,2650
West Bengal,Bankura,Rice,2850
West Bengal,Bankura,Wheat,1700
West Bengal,Bankura,Brinjal,500
West Bengal,Bankura,Cucumbar(Kheera),2500
West Bengal,Bankura,Mustard,4200
West Bengal,Bankura,Paddy(Dhan)(Common),1750
West Bengal,Bankura,Potato,370
West Bengal,Bankura,Rice,2650
West Bengal,Bankura,Sweet Pumpkin,900
West Bengal,Bankura,Tomato,500
West Bengal,Bankura,Wheat,1700
West Bengal,Burdwan,Arhar (Tur/Red Gram)(Whole),6400
West Bengal,Burdwan,Black Gram (Urd Beans)(Whole),6100
West Bengal,Burdwan,Black Gram (Urd Beans)(Whole),5900
West Bengal,Burdwan,Brinjal,1100
West Bengal,Burdwan,Ginger(Dry),7360
West Bengal,Burdwan,Green Gram (Moong)(Whole),7500
West Bengal,Burdwan,Green Gram (Moong)(Whole),7000
West Bengal,Burdwan,Lentil (Masur)(Whole),6100
West Bengal,Burdwan,Mustard,4350
West Bengal,Burdwan,Onion,1020
West Bengal,Burdwan,Peas(Dry),4900
West Bengal,Burdwan,Peas(Dry),4600
West Bengal,Burdwan,Potato,560
West Bengal,Burdwan,Rice,3000
West Bengal,Burdwan,Sweet Pumpkin,910
West Bengal,Burdwan,Tomato,560
West Bengal,Burdwan,Wheat,2000
West Bengal,Burdwan,Cucumbar(Kheera),4000
West Bengal,Burdwan,Green Chilli,7000
West Bengal,Burdwan,Gur(Jaggery),3100
West Bengal,Burdwan,Mustard,4300
West Bengal,Burdwan,Onion,1000
West Bengal,Burdwan,Paddy(Dhan)(Common),1750
West Bengal,Burdwan,Potato,600
West Bengal,Burdwan,Rice,2300
West Bengal,Burdwan,Sweet Pumpkin,1000
West Bengal,Burdwan,Tomato,800
West Bengal,Burdwan,Brinjal,800
West Bengal,Burdwan,Mustard,3800
West Bengal,Burdwan,Paddy(Dhan)(Common),1750
West Bengal,Burdwan,Potato,500
West Bengal,Burdwan,Rice,2300
West Bengal,Burdwan,"Sesamum(Sesame,Gingelly,Til)",7000
West Bengal,Burdwan,Brinjal,900
West Bengal,Burdwan,Cucumbar(Kheera),3600
West Bengal,Burdwan,Green Chilli,3800
West Bengal,Burdwan,Jute,3900
West Bengal,Burdwan,Onion,1100
West Bengal,Burdwan,Paddy(Dhan)(Common),1770
West Bengal,Burdwan,Paddy(Dhan)(Common),1750
West Bengal,Burdwan,Potato,510
West Bengal,Burdwan,Rice,3000
West Bengal,Burdwan,Rice,2250
West Bengal,Burdwan,Sweet Pumpkin,1100
West Bengal,Burdwan,Tomato,1050
West Bengal,Burdwan,Ginger(Dry),8000
West Bengal,Burdwan,Jute,3900
West Bengal,Burdwan,Mustard,3800
West Bengal,Burdwan,Mustard Oil,9925
West Bengal,Burdwan,Onion,1000
West Bengal,Burdwan,Paddy(Dhan)(Common),1750
West Bengal,Burdwan,Potato,500
West Bengal,Burdwan,Rice,2300
West Bengal,Burdwan,"Sesamum(Sesame,Gingelly,Til)",7100
West Bengal,Burdwan,Bitter gourd,5000
West Bengal,Burdwan,Brinjal,1200
West Bengal,Burdwan,Cucumbar(Kheera),3200
West Bengal,Hooghly,Potato,480
West Bengal,Hooghly,Rice,2850
West Bengal,Jalpaiguri,Bitter gourd,4900
West Bengal,Jalpaiguri,Brinjal,750
West Bengal,Jalpaiguri,Cabbage,500
West Bengal,Jalpaiguri,Cauliflower,650
West Bengal,Jalpaiguri,Cucumbar(Kheera),3200
West Bengal,Jalpaiguri,Green Chilli,2600
West Bengal,Jalpaiguri,Potato,525
West Bengal,Jalpaiguri,Sweet Pumpkin,1200
West Bengal,Jalpaiguri,Tomato,900
West Bengal,Malda,Jute,3800
West Bengal,Malda,Mustard,4000
West Bengal,Malda,Mustard,4100
West Bengal,Malda,Onion,750
West Bengal,Malda,Potato,475
West Bengal,Malda,Rice,3200
West Bengal,Malda,Rice,2700
West Bengal,Medinipur(W),Gur(Jaggery),2950
West Bengal,Medinipur(W),Jute,4100
West Bengal,Medinipur(W),Mustard,4200
West Bengal,Medinipur(W),Potato,350
West Bengal,Medinipur(W),Rice,2550
West Bengal,Medinipur(W),Rice,2400
West Bengal,Medinipur(W),"Sesamum(Sesame,Gingelly,Til)",8600
West Bengal,Murshidabad,Jute,4300
West Bengal,Murshidabad,Potato,400
West Bengal,Murshidabad,Rice,2700
West Bengal,Murshidabad,Jute,3800
West Bengal,Murshidabad,Onion,860
West Bengal,Murshidabad,Paddy(Dhan)(Common),1780
West Bengal,Murshidabad,Potato,530
West Bengal,Murshidabad,Rice,2900
West Bengal,Murshidabad,Turmeric,7325
West Bengal,Murshidabad,Wheat,2000
West Bengal,Nadia,Brinjal,1500
West Bengal,Nadia,Green Chilli,5000
West Bengal,Nadia,Jute,4300
West Bengal,Nadia,Mustard,4100
West Bengal,Nadia,Onion,1200
West Bengal,Nadia,Paddy(Dhan)(Common),1770
West Bengal,Nadia,Potato,580
West Bengal,Nadia,Rice,3800
West Bengal,Nadia,Sweet Pumpkin,1400
West Bengal,North 24 Parganas,Bitter gourd,6500
West Bengal,North 24 Parganas,Brinjal,1600
West Bengal,North 24 Parganas,Green Chilli,5600
West Bengal,North 24 Parganas,Onion,1000
West Bengal,North 24 Parganas,Papaya (Raw),800
West Bengal,North 24 Parganas,Potato,560
West Bengal,North 24 Parganas,Pumpkin,1500
West Bengal,North 24 Parganas,Tomato,1400
West Bengal,Puruliya,Bhindi(Ladies Finger),3300
West Bengal,Puruliya,Brinjal,1300
West Bengal,Puruliya,Lentil (Masur)(Whole),5450
West Bengal,Puruliya,Mustard Oil,9940
West Bengal,Puruliya,Onion,1000
West Bengal,Puruliya,Potato,380
West Bengal,Puruliya,Rice,2640
West Bengal,Puruliya,Ridgeguard(Tori),3300
West Bengal,Puruliya,Tomato,300
West Bengal,Puruliya,Arhar Dal(Tur Dal),6000
West Bengal,Puruliya,Brinjal,1200
West Bengal,Puruliya,Gur(Jaggery),2600
West Bengal,Puruliya,Masur Dal,6300
West Bengal,Puruliya,Moath Dal,7400
West Bengal,Puruliya,Mustard Oil,10530
West Bengal,Puruliya,Onion,1000
West Bengal,Puruliya,Potato,420
West Bengal,Puruliya,Pumpkin,900
West Bengal,Puruliya,Rice,2600
West Bengal,Puruliya,Tomato,900
West Bengal,Sounth 24 Parganas,Bitter gourd,4000
West Bengal,Sounth 24 Parganas,Brinjal,2250
West Bengal,Sounth 24 Parganas,Cucumbar(Kheera),5400
West Bengal,Sounth 24 Parganas,Green Chilli,7600
West Bengal,Sounth 24 Parganas,Guava,4800
West Bengal,Sounth 24 Parganas,Onion,1300
West Bengal,Sounth 24 Parganas,Papaya (Raw),1400
West Bengal,Sounth 24 Parganas,Potato,700
West Bengal,Sounth 24 Parganas,Rice,2800
West Bengal,Sounth 24 Parganas,Rice,4400
West Bengal,Sounth 24 Parganas,Sweet Pumpkin,1500
West Bengal,Sounth 24 Parganas,Tomato,1300
West Bengal,Uttar Dinajpur,Jute,4600
West Bengal,Uttar Dinajpur,Potato,550
West Bengal,Uttar Dinajpur,Rice,3600
West Bengal,Uttar Dinajpur,Jute,4500
West Bengal,Uttar Dinajpur,Rice,3500
West Bengal,Uttar Dinajpur,Wheat,2100
